id_student,code_module,code_presentation,id_site,date,sum_click,activity_type
2,CCC,2024B,451,151,18,subpage
2,CCC,2024B,65,72,12,subpage
2,CCC,2024B,216,73,14,page
2,CCC,2024B,232,157,15,quiz
2,CCC,2024B,187,88,11,forumng
2,CCC,2024B,205,140,5,subpage
2,CCC,2024B,112,32,7,subpage
2,CCC,2024B,374,193,20,forumng
2,CCC,2024B,238,200,18,quiz
2,CCC,2024B,330,65,10,subpage
2,CCC,2024B,73,70,16,resource
2,CCC,2024B,334,108,15,url
2,CCC,2024B,490,183,20,quiz
2,CCC,2024B,103,-17,7,forumng
2,CCC,2024B,456,111,6,quiz
2,CCC,2024B,222,102,6,page
2,CCC,2024B,356,-24,7,quiz
2,CCC,2024B,342,115,6,url
2,CCC,2024B,349,160,19,oucontent
2,CCC,2024B,206,134,19,subpage
2,CCC,2024B,211,8,11,page
2,CCC,2024B,445,32,5,page
2,CCC,2024B,313,50,20,homepage
2,CCC,2024B,50,143,3,resource
2,CCC,2024B,5,-25,2,forumng
2,CCC,2024B,47,188,11,forumng
2,CCC,2024B,381,21,5,subpage
2,CCC,2024B,431,48,3,forumng
2,CCC,2024B,466,129,11,page
2,CCC,2024B,174,91,6,url
2,CCC,2024B,52,47,18,oucontent
2,CCC,2024B,451,200,5,oucontent
2,CCC,2024B,61,76,18,quiz
2,CCC,2024B,288,10,18,page
2,CCC,2024B,144,149,8,resource
2,CCC,2024B,485,139,5,page
2,CCC,2024B,387,-6,2,oucontent
2,CCC,2024B,196,195,16,quiz
2,CCC,2024B,88,92,1,forumng
2,CCC,2024B,300,82,19,oucontent
2,CCC,2024B,458,84,1,page
2,CCC,2024B,291,141,12,forumng
2,CCC,2024B,454,-9,12,resource
2,CCC,2024B,70,15,20,url
2,CCC,2024B,202,143,5,resource
2,CCC,2024B,492,172,7,forumng
2,CCC,2024B,365,44,3,forumng
2,CCC,2024B,410,124,16,homepage
2,CCC,2024B,457,129,19,quiz
2,CCC,2024B,187,13,9,subpage
2,CCC,2024B,144,101,17,homepage
2,CCC,2024B,164,95,6,homepage
2,CCC,2024B,123,136,10,url
2,CCC,2024B,222,84,11,homepage
2,CCC,2024B,384,39,15,resource
2,CCC,2024B,283,55,2,oucontent
2,CCC,2024B,475,193,20,homepage
2,CCC,2024B,294,158,1,url
2,CCC,2024B,103,67,16,quiz
2,CCC,2024B,19,69,9,quiz
2,CCC,2024B,188,55,17,quiz
2,CCC,2024B,363,74,11,oucontent
2,CCC,2024B,369,58,9,subpage
2,CCC,2024B,145,95,9,resource
2,CCC,2024B,471,85,3,forumng
2,CCC,2024B,261,190,4,homepage
2,CCC,2024B,66,177,4,subpage
2,CCC,2024B,91,-11,12,resource
2,CCC,2024B,293,9,8,resource
2,CCC,2024B,39,191,1,homepage
2,CCC,2024B,414,158,11,resource
2,CCC,2024B,299,9,15,forumng
2,CCC,2024B,341,171,4,resource
2,CCC,2024B,361,-16,5,subpage
2,CCC,2024B,475,160,3,oucontent
2,CCC,2024B,368,-7,3,homepage
2,CCC,2024B,406,80,8,subpage
2,CCC,2024B,368,-18,3,quiz
2,CCC,2024B,321,52,17,subpage
3,BBB,2024J,147,133,7,quiz
3,BBB,2024J,423,34,12,subpage
3,BBB,2024J,4,105,9,url
3,BBB,2024J,83,163,3,homepage
3,BBB,2024J,253,-14,12,homepage
3,BBB,2024J,387,128,14,resource
3,BBB,2024J,392,142,15,homepage
3,BBB,2024J,346,160,3,forumng
3,BBB,2024J,395,120,12,resource
3,BBB,2024J,135,115,11,page
3,BBB,2024J,381,61,16,forumng
3,BBB,2024J,154,97,16,forumng
3,BBB,2024J,382,109,7,subpage
3,BBB,2024J,88,120,2,forumng
3,BBB,2024J,239,74,15,forumng
3,BBB,2024J,434,173,13,page
3,BBB,2024J,461,192,15,page
3,BBB,2024J,73,9,13,quiz
3,BBB,2024J,448,-24,5,forumng
3,BBB,2024J,446,67,5,quiz
3,BBB,2024J,8,63,14,oucontent
3,BBB,2024J,304,8,6,subpage
3,BBB,2024J,9,-6,13,page
3,BBB,2024J,139,8,11,subpage
3,BBB,2024J,255,-25,13,oucontent
3,BBB,2024J,425,47,18,url
3,BBB,2024J,98,28,16,page
3,BBB,2024J,223,80,6,page
3,BBB,2024J,31,140,12,resource
3,BBB,2024J,488,-13,11,page
3,BBB,2024J,149,125,5,subpage
3,BBB,2024J,483,102,16,subpage
3,BBB,2024J,252,76,1,url
3,BBB,2024J,82,131,11,url
3,BBB,2024J,317,145,14,resource
3,BBB,2024J,67,123,17,url
3,BBB,2024J,372,57,12,oucontent
3,BBB,2024J,290,64,16,resource
3,BBB,2024J,229,-26,12,quiz
3,BBB,2024J,108,33,11,subpage
3,BBB,2024J,463,193,11,page
3,BBB,2024J,144,171,18,forumng
3,BBB,2024J,407,117,11,subpage
3,BBB,2024J,66,200,11,subpage
3,BBB,2024J,304,151,20,subpage
3,BBB,2024J,420,178,8,page
3,BBB,2024J,241,114,1,forumng
3,BBB,2024J,451,100,4,quiz
3,BBB,2024J,76,162,20,forumng
3,BBB,2024J,271,-10,16,page
3,BBB,2024J,462,124,9,resource
3,BBB,2024J,200,85,7,url
3,BBB,2024J,74,152,12,homepage
3,BBB,2024J,127,91,8,homepage
3,BBB,2024J,183,53,20,page
3,BBB,2024J,75,113,9,forumng
3,BBB,2024J,161,94,20,subpage
3,BBB,2024J,416,180,7,resource
3,BBB,2024J,376,45,2,subpage
3,BBB,2024J,410,104,17,url
3,BBB,2024J,405,33,13,quiz
3,BBB,2024J,420,149,1,url
3,BBB,2024J,105,36,5,url
3,BBB,2024J,15,-24,14,resource
3,BBB,2024J,239,64,5,page
3,BBB,2024J,196,130,18,oucontent
3,BBB,2024J,228,122,11,resource
3,BBB,2024J,234,40,9,subpage
3,BBB,2024J,311,150,15,url
3,BBB,2024J,301,11,5,forumng
3,BBB,2024J,64,-26,2,forumng
3,BBB,2024J,245,111,12,oucontent
3,BBB,2024J,426,50,13,homepage
3,BBB,2024J,223,130,11,quiz
3,BBB,2024J,168,15,20,homepage
3,BBB,2024J,145,134,11,homepage
3,BBB,2024J,262,196,2,oucontent
3,BBB,2024J,33,97,3,oucontent
3,BBB,2024J,53,8,17,oucontent
3,BBB,2024J,121,152,3,forumng
3,BBB,2024J,174,61,3,quiz
3,BBB,2024J,385,57,3,page
3,BBB,2024J,280,72,2,quiz
3,BBB,2024J,405,134,13,oucontent
3,BBB,2024J,422,110,3,subpage
3,BBB,2024J,82,84,4,url
3,BBB,2024J,123,28,2,homepage
3,BBB,2024J,330,-17,8,page
3,BBB,2024J,22,-20,8,subpage
3,BBB,2024J,489,9,5,forumng
3,BBB,2024J,199,52,13,homepage
3,BBB,2024J,392,100,10,page
3,BBB,2024J,343,-24,14,resource
3,BBB,2024J,103,-20,19,homepage
3,BBB,2024J,118,23,19,page
3,BBB,2024J,179,-29,3,forumng
3,BBB,2024J,461,100,6,quiz
3,BBB,2024J,78,24,18,homepage
3,BBB,2024J,382,130,20,url
3,BBB,2024J,285,38,12,quiz
3,BBB,2024J,428,10,7,url
3,BBB,2024J,101,55,11,url
3,BBB,2024J,62,70,10,page
3,BBB,2024J,229,-23,20,quiz
3,BBB,2024J,95,22,4,homepage
3,BBB,2024J,412,69,4,subpage
3,BBB,2024J,389,21,19,url
3,BBB,2024J,354,183,7,url
3,BBB,2024J,238,62,2,subpage
3,BBB,2024J,456,115,9,subpage
3,BBB,2024J,13,100,10,homepage
3,BBB,2024J,425,25,6,forumng
3,BBB,2024J,256,22,13,forumng
3,BBB,2024J,201,87,20,oucontent
3,BBB,2024J,246,95,18,url
3,BBB,2024J,342,173,8,resource
3,BBB,2024J,55,127,1,homepage
3,BBB,2024J,26,128,1,url
3,BBB,2024J,156,-30,15,quiz
3,BBB,2024J,291,156,6,resource
3,BBB,2024J,189,-17,7,subpage
3,BBB,2024J,380,78,12,resource
3,BBB,2024J,214,41,1,url
3,BBB,2024J,18,167,4,url
3,BBB,2024J,135,6,15,subpage
3,BBB,2024J,471,0,1,page
3,BBB,2024J,8,14,4,resource
3,BBB,2024J,121,155,15,url
3,BBB,2024J,12,39,19,page
3,BBB,2024J,375,-14,5,subpage
3,BBB,2024J,204,-14,13,homepage
3,BBB,2024J,255,-21,14,page
3,BBB,2024J,90,75,1,homepage
3,BBB,2024J,33,138,9,url
3,BBB,2024J,246,154,7,url
3,BBB,2024J,344,-24,9,subpage
3,BBB,2024J,354,30,15,homepage
3,BBB,2024J,23,136,19,quiz
3,BBB,2024J,488,113,16,subpage
3,BBB,2024J,435,153,2,url
3,BBB,2024J,46,63,20,forumng
3,BBB,2024J,421,86,16,oucontent
3,BBB,2024J,338,65,12,oucontent
3,BBB,2024J,377,52,12,quiz
3,BBB,2024J,298,14,13,forumng
3,BBB,2024J,178,89,10,oucontent
3,BBB,2024J,345,178,16,quiz
3,BBB,2024J,493,62,14,resource
3,BBB,2024J,130,124,5,forumng
3,BBB,2024J,331,61,15,page
3,BBB,2024J,277,162,6,homepage
3,BBB,2024J,260,57,5,forumng
3,BBB,2024J,324,108,6,oucontent
3,BBB,2024J,406,178,7,quiz
3,BBB,2024J,422,-10,14,resource
3,BBB,2024J,279,98,2,resource
3,BBB,2024J,3,117,9,oucontent
3,BBB,2024J,117,159,11,page
3,BBB,2024J,167,-1,12,quiz
3,BBB,2024J,337,103,13,subpage
3,BBB,2024J,180,117,14,resource
3,BBB,2024J,328,27,15,oucontent
3,BBB,2024J,356,183,7,homepage
3,BBB,2024J,407,198,17,resource
3,BBB,2024J,74,96,3,url
3,BBB,2024J,387,31,13,url
3,BBB,2024J,108,181,18,resource
3,BBB,2024J,98,178,1,homepage
3,BBB,2024J,152,-23,4,subpage
3,BBB,2024J,424,17,3,resource
3,BBB,2024J,232,34,4,quiz
3,BBB,2024J,339,61,13,homepage
3,BBB,2024J,306,148,10,forumng
3,BBB,2024J,192,69,7,url
3,BBB,2024J,318,79,19,page
3,BBB,2024J,315,132,19,homepage
3,BBB,2024J,252,143,2,page
3,BBB,2024J,180,51,1,url
3,BBB,2024J,243,149,13,resource
3,BBB,2024J,353,78,19,forumng
3,BBB,2024J,252,145,1,quiz
3,BBB,2024J,493,-21,16,resource
3,BBB,2024J,130,91,18,resource
3,BBB,2024J,126,-9,4,page
3,BBB,2024J,384,67,11,subpage
3,BBB,2024J,241,124,2,forumng
3,BBB,2024J,283,49,15,subpage
3,BBB,2024J,211,127,4,homepage
3,BBB,2024J,66,145,19,homepage
3,BBB,2024J,228,99,3,oucontent
3,BBB,2024J,141,88,19,quiz
3,BBB,2024J,474,175,18,homepage
3,BBB,2024J,300,34,4,page
3,BBB,2024J,462,14,15,url
3,BBB,2024J,84,188,2,url
3,BBB,2024J,170,123,14,resource
3,BBB,2024J,80,145,3,subpage
3,BBB,2024J,249,93,8,homepage
3,BBB,2024J,398,69,6,quiz
4,AAA,2024J,358,173,14,homepage
4,AAA,2024J,269,151,12,resource
4,AAA,2024J,243,77,2,url
4,AAA,2024J,286,81,14,resource
4,AAA,2024J,45,-14,9,forumng
4,AAA,2024J,206,91,17,subpage
4,AAA,2024J,71,194,4,homepage
4,AAA,2024J,45,11,19,oucontent
4,AAA,2024J,101,140,15,forumng
4,AAA,2024J,135,112,16,resource
4,AAA,2024J,337,172,6,quiz
4,AAA,2024J,287,-1,2,subpage
4,AAA,2024J,76,21,10,oucontent
4,AAA,2024J,360,161,13,homepage
4,AAA,2024J,31,65,17,homepage
4,AAA,2024J,269,-2,9,homepage
4,AAA,2024J,451,47,5,forumng
4,AAA,2024J,441,32,16,subpage
4,AAA,2024J,340,18,16,page
4,AAA,2024J,110,92,4,oucontent
4,AAA,2024J,284,69,18,resource
4,AAA,2024J,342,7,5,oucontent
4,AAA,2024J,390,190,3,page
4,AAA,2024J,38,101,19,oucontent
4,AAA,2024J,321,33,14,forumng
4,AAA,2024J,424,27,9,quiz
4,AAA,2024J,386,-15,14,homepage
4,AAA,2024J,165,192,13,homepage
4,AAA,2024J,344,19,12,quiz
4,AAA,2024J,311,85,8,oucontent
4,AAA,2024J,315,92,17,quiz
4,AAA,2024J,447,135,6,subpage
4,AAA,2024J,267,123,10,page
4,AAA,2024J,39,167,14,homepage
4,AAA,2024J,34,76,18,resource
4,AAA,2024J,457,150,5,homepage
4,AAA,2024J,143,64,13,url
4,AAA,2024J,333,88,11,url
4,AAA,2024J,275,184,20,forumng
4,AAA,2024J,438,48,16,page
4,AAA,2024J,388,68,19,oucontent
4,AAA,2024J,173,90,3,page
4,AAA,2024J,273,57,17,resource
4,AAA,2024J,323,34,9,url
4,AAA,2024J,148,193,20,subpage
4,AAA,2024J,475,50,11,subpage
4,AAA,2024J,98,114,12,url
4,AAA,2024J,423,19,11,quiz
4,AAA,2024J,136,41,20,quiz
4,AAA,2024J,338,141,7,oucontent
4,AAA,2024J,395,175,10,subpage
4,AAA,2024J,352,145,12,forumng
4,AAA,2024J,409,22,15,oucontent
4,AAA,2024J,371,0,10,subpage
4,AAA,2024J,307,22,11,oucontent
4,AAA,2024J,332,197,16,forumng
4,AAA,2024J,201,32,16,url
4,AAA,2024J,236,115,18,forumng
4,AAA,2024J,131,7,20,resource
4,AAA,2024J,64,34,13,quiz
4,AAA,2024J,35,-30,7,url
4,AAA,2024J,233,96,18,url
4,AAA,2024J,291,100,14,subpage
4,AAA,2024J,27,38,14,page
4,AAA,2024J,56,122,16,quiz
4,AAA,2024J,161,69,4,oucontent
4,AAA,2024J,63,16,12,homepage
4,AAA,2024J,434,-20,3,url
4,AAA,2024J,281,-3,18,url
4,AAA,2024J,402,2,4,quiz
4,AAA,2024J,21,22,19,homepage
4,AAA,2024J,58,-28,11,url
4,AAA,2024J,221,42,8,subpage
4,AAA,2024J,317,26,20,url
4,AAA,2024J,182,111,8,oucontent
4,AAA,2024J,284,-25,19,forumng
4,AAA,2024J,113,165,6,quiz
4,AAA,2024J,278,22,20,homepage
4,AAA,2024J,47,11,19,url
4,AAA,2024J,249,177,4,resource
4,AAA,2024J,433,33,14,subpage
4,AAA,2024J,236,31,20,oucontent
4,AAA,2024J,89,198,8,url
4,AAA,2024J,2,-3,8,url
4,AAA,2024J,297,81,20,quiz
4,AAA,2024J,110,84,8,resource
4,AAA,2024J,42,186,14,page
4,AAA,2024J,77,83,13,quiz
4,AAA,2024J,278,-25,9,subpage
4,AAA,2024J,345,195,16,quiz
4,AAA,2024J,449,172,17,forumng
4,AAA,2024J,11,52,16,quiz
4,AAA,2024J,227,184,20,subpage
4,AAA,2024J,74,65,3,quiz
4,AAA,2024J,404,13,13,subpage
4,AAA,2024J,161,25,12,quiz
4,AAA,2024J,128,40,10,subpage
4,AAA,2024J,308,67,16,homepage
4,AAA,2024J,479,145,19,subpage
4,AAA,2024J,358,135,3,page
4,AAA,2024J,410,152,1,quiz
4,AAA,2024J,177,116,12,quiz
4,AAA,2024J,252,-25,14,page
4,AAA,2024J,46,78,14,url
4,AAA,2024J,118,59,9,forumng
4,AAA,2024J,246,36,6,oucontent
4,AAA,2024J,438,26,19,subpage
4,AAA,2024J,19,186,13,forumng
4,AAA,2024J,390,-18,8,resource
4,AAA,2024J,469,151,6,resource
4,AAA,2024J,357,127,18,homepage
4,AAA,2024J,41,34,17,url
4,AAA,2024J,77,85,10,oucontent
4,AAA,2024J,224,189,9,oucontent
4,AAA,2024J,210,28,10,oucontent
4,AAA,2024J,35,103,8,resource
4,AAA,2024J,27,128,19,oucontent
4,AAA,2024J,281,43,16,quiz
4,AAA,2024J,86,199,8,homepage
4,AAA,2024J,493,176,7,resource
4,AAA,2024J,396,-13,4,url
4,AAA,2024J,401,179,6,resource
4,AAA,2024J,237,169,18,forumng
4,AAA,2024J,92,155,5,oucontent
4,AAA,2024J,403,32,1,forumng
4,AAA,2024J,88,188,9,homepage
4,AAA,2024J,259,98,2,quiz
4,AAA,2024J,86,4,2,page
4,AAA,2024J,434,9,5,subpage
4,AAA,2024J,312,190,12,url
4,AAA,2024J,126,88,15,oucontent
4,AAA,2024J,57,151,8,oucontent
4,AAA,2024J,311,133,2,resource
4,AAA,2024J,70,66,1,url
4,AAA,2024J,271,87,16,quiz
4,AAA,2024J,278,110,13,page
4,AAA,2024J,483,135,17,forumng
4,AAA,2024J,311,171,19,quiz
4,AAA,2024J,129,162,17,quiz
4,AAA,2024J,258,12,16,oucontent
4,AAA,2024J,19,176,7,resource
4,AAA,2024J,189,123,10,resource
4,AAA,2024J,463,124,14,quiz
4,AAA,2024J,154,66,12,homepage
5,DDD,2024B,126,-17,5,resource
5,DDD,2024B,192,45,2,forumng
5,DDD,2024B,466,89,13,quiz
5,DDD,2024B,307,-11,10,forumng
5,DDD,2024B,263,180,18,page
5,DDD,2024B,479,-20,16,resource
5,DDD,2024B,170,60,7,url
5,DDD,2024B,85,99,1,resource
5,DDD,2024B,382,7,18,url
5,DDD,2024B,13,-15,17,subpage
5,DDD,2024B,267,131,12,homepage
5,DDD,2024B,207,84,11,page
5,DDD,2024B,319,58,11,url
5,DDD,2024B,27,64,17,resource
5,DDD,2024B,225,196,16,quiz
5,DDD,2024B,264,165,2,resource
5,DDD,2024B,478,9,13,forumng
5,DDD,2024B,366,139,15,url
5,DDD,2024B,73,6,7,resource
5,DDD,2024B,197,127,9,quiz
5,DDD,2024B,22,26,2,url
5,DDD,2024B,489,-27,5,subpage
5,DDD,2024B,292,77,7,quiz
5,DDD,2024B,423,174,5,quiz
5,DDD,2024B,291,110,9,subpage
5,DDD,2024B,34,-30,6,homepage
5,DDD,2024B,373,37,16,resource
5,DDD,2024B,240,26,6,page
5,DDD,2024B,41,-1,15,forumng
5,DDD,2024B,373,127,12,page
5,DDD,2024B,296,36,18,forumng
5,DDD,2024B,341,131,11,oucontent
5,DDD,2024B,350,140,19,url
5,DDD,2024B,305,176,8,subpage
5,DDD,2024B,12,178,14,page
5,DDD,2024B,169,39,17,url
5,DDD,2024B,499,97,13,homepage
5,DDD,2024B,154,121,9,resource
5,DDD,2024B,76,180,18,subpage
5,DDD,2024B,402,186,8,subpage
5,DDD,2024B,464,88,5,resource
5,DDD,2024B,278,148,17,forumng
5,DDD,2024B,381,75,13,quiz
5,DDD,2024B,170,115,10,resource
5,DDD,2024B,84,32,20,page
5,DDD,2024B,34,139,11,homepage
5,DDD,2024B,208,81,14,oucontent
5,DDD,2024B,243,76,1,forumng
5,DDD,2024B,61,64,10,subpage
5,DDD,2024B,451,94,16,quiz
5,DDD,2024B,110,120,13,quiz
5,DDD,2024B,121,187,10,subpage
5,DDD,2024B,412,126,6,forumng
5,DDD,2024B,307,10,11,quiz
5,DDD,2024B,43,188,4,resource
5,DDD,2024B,408,-9,1,oucontent
5,DDD,2024B,220,108,16,resource
5,DDD,2024B,414,173,5,homepage
5,DDD,2024B,242,-30,6,homepage
5,DDD,2024B,150,4,12,forumng
5,DDD,2024B,293,140,3,homepage
5,DDD,2024B,458,12,10,forumng
5,DDD,2024B,20,-5,19,resource
5,DDD,2024B,315,-20,1,subpage
5,DDD,2024B,88,172,13,page
5,DDD,2024B,137,-3,19,url
5,DDD,2024B,429,127,17,resource
5,DDD,2024B,314,182,10,oucontent
5,DDD,2024B,237,-14,20,url
5,DDD,2024B,330,10,17,resource
5,DDD,2024B,311,97,8,url
5,DDD,2024B,202,-22,11,oucontent
5,DDD,2024B,243,147,15,forumng
5,DDD,2024B,157,100,10,quiz
5,DDD,2024B,414,77,8,url
