team_id,team_name,member_id,week,hours_logged,commits,meetings_attended,tasks_completed,peer_rating,contribution_pattern
4,Team_04,T04M1,11,7.9,8,2,3,4.5,high
4,Team_04,T04M1,12,9.0,8,1,5,3.9,high
4,Team_04,T04M1,13,7.8,7,1,3,4.2,high
4,Team_04,T04M1,14,8.8,11,0,4,3.8,high
4,Team_04,T04M2,1,5.6,7,0,3,4.0,medium
4,Team_04,T04M2,2,4.3,2,2,2,3.5,medium
4,Team_04,T04M2,3,4.5,4,0,1,3.2,medium
4,Team_04,T04M2,4,3.0,2,2,1,2.7,medium
4,Team_04,T04M2,5,6.4,7,0,4,3.4,medium
4,Team_04,T04M2,6,4.7,4,0,1,3.9,medium
4,Team_04,T04M2,7,6.1,5,0,4,4.1,medium
4,Team_04,T04M2,8,4.5,5,2,3,3.2,medium
4,Team_04,T04M2,9,5.8,8,0,2,3.7,medium
4,Team_04,T04M2,10,4.0,5,2,2,3.7,medium
4,Team_04,T04M2,11,5.9,4,1,2,4.1,medium
4,Team_04,T04M2,12,4.5,5,1,3,3.2,medium
4,Team_04,T04M2,13,4.8,7,1,1,3.4,medium
4,Team_04,T04M2,14,4.4,3,2,2,3.3,medium
4,Team_04,T04M3,1,5.5,5,0,2,3.2,medium
4,Team_04,T04M3,2,5.7,6,1,2,4.1,medium
4,Team_04,T04M3,3,5.9,6,0,2,4.1,medium
4,Team_04,T04M3,4,3.3,4,1,0,3.5,medium
4,Team_04,T04M3,5,4.5,4,1,1,3.6,medium
4,Team_04,T04M3,6,4.4,5,0,1,3.3,medium
4,Team_04,T04M3,7,6.6,5,2,3,4.0,medium
4,Team_04,T04M3,8,6.2,8,2,3,4.2,medium
4,Team_04,T04M3,9,5.3,7,1,3,3.1,medium
4,Team_04,T04M3,10,3.0,3,1,0,3.4,medium
4,Team_04,T04M3,11,4.5,2,2,3,3.8,medium
4,Team_04,T04M3,12,4.5,5,0,1,3.2,medium
4,Team_04,T04M3,13,3.0,2,1,0,2.8,medium
4,Team_04,T04M3,14,4.4,5,0,1,3.1,medium
5,Team_05,T05M1,1,9.4,13,0,3,4.3,high
5,Team_05,T05M1,2,9.5,7,0,4,4.8,high
5,Team_05,T05M1,3,11.2,7,1,5,5.0,high
5,Team_05,T05M1,4,9.7,14,2,4,4.4,high
5,Team_05,T05M1,5,9.7,14,1,3,4.2,high
5,Team_05,T05M1,6,10.8,11,2,5,4.2,high
5,Team_05,T05M1,7,11.8,10,0,6,5.0,high
5,Team_05,T05M1,8,11.6,17,2,6,4.8,high
5,Team_05,T05M1,9,12.1,9,0,7,5.0,high
5,Team_05,T05M1,10,9.4,6,1,5,4.6,high
5,Team_05,T05M1,11,11.5,13,0,6,4.4,high
5,Team_05,T05M1,12,11.0,5,1,4,4.8,high
5,Team_05,T05M1,13,11.4,6,1,5,5.0,high
5,Team_05,T05M1,14,9.2,5,2,4,4.4,high
5,Team_05,T05M2,1,6.3,8,1,3,4.0,medium
5,Team_05,T05M2,2,6.7,4,0,2,4.1,medium
5,Team_05,T05M2,3,6.2,7,2,3,4.2,medium
5,Team_05,T05M2,4,8.5,7,1,3,4.0,medium
5,Team_05,T05M2,5,5.8,5,2,3,3.4,medium
5,Team_05,T05M2,6,6.8,7,1,2,4.0,medium
5,Team_05,T05M2,7,7.2,8,2,3,4.4,medium
5,Team_05,T05M2,8,6.2,3,1,4,3.5,medium
5,Team_05,T05M2,9,7.0,4,0,3,4.4,medium
5,Team_05,T05M2,10,5.8,4,2,1,3.5,medium
5,Team_05,T05M2,11,6.8,9,2,4,3.8,medium
5,Team_05,T05M2,12,8.3,5,1,5,3.8,medium
5,Team_05,T05M2,13,7.3,6,1,2,4.1,medium
5,Team_05,T05M2,14,6.2,5,0,3,3.3,medium
5,Team_05,T05M3,1,8.1,6,1,4,3.8,medium
5,Team_05,T05M3,2,4.7,6,1,1,3.6,medium
5,Team_05,T05M3,3,6.7,7,0,2,4.1,medium
5,Team_05,T05M3,4,5.2,3,2,1,3.1,medium
5,Team_05,T05M3,5,7.2,5,0,2,3.8,medium
5,Team_05,T05M3,6,4.8,6,0,2,3.8,medium
5,Team_05,T05M3,7,4.8,2,1,1,3.1,medium
5,Team_05,T05M3,8,7.6,4,1,2,4.1,medium
5,Team_05,T05M3,9,4.2,3,0,3,3.3,medium
5,Team_05,T05M3,10,4.6,2,1,2,3.4,medium
5,Team_05,T05M3,11,4.6,4,2,1,3.7,medium
5,Team_05,T05M3,12,7.8,9,1,3,4.2,medium
5,Team_05,T05M3,13,4.3,6,1,2,3.5,medium
5,Team_05,T05M3,14,6.1,8,0,2,3.5,medium
5,Team_05,T05M4,1,1.7,1,2,0,2.7,low
5,Team_05,T05M4,2,1.6,1,2,1,2.8,low
5,Team_05,T05M4,3,2.4,1,2,2,3.4,low
5,Team_05,T05M4,4,1.5,1,1,0,3.2,low
5,Team_05,T05M4,5,0.9,1,1,0,2.9,low
5,Team_05,T05M4,6,0.5,0,1,0,3.1,low
5,Team_05,T05M4,7,2.0,1,0,0,2.5,low
5,Team_05,T05M4,8,0,0,0,1,2.1,low
5,Team_05,T05M4,9,3.1,3,2,0,3.0,low
5,Team_05,T05M4,10,2.7,3,1,2,2.6,low
5,Team_05,T05M4,11,0.4,0,0,1,2.6,low
5,Team_05,T05M4,12,0,0,0,0,2.8,low
5,Team_05,T05M4,13,0.7,0,2,0,3.0,low
5,Team_05,T05M4,14,2.6,3,2,2,3.2,low
5,Team_05,T05M5,1,7.1,8,0,2,3.7,medium
5,Team_05,T05M5,2,7.5,10,1,2,3.7,medium
5,Team_05,T05M5,3,5.0,5,0,1,3.7,medium
5,Team_05,T05M5,4,8.3,4,2,3,4.0,medium
5,Team_05,T05M5,5,6.3,4,1,4,3.6,medium
5,Team_05,T05M5,6,8.2,8,0,3,3.8,medium
5,Team_05,T05M5,7,6.9,8,1,3,4.0,medium
5,Team_05,T05M5,8,6.4,6,1,2,4.0,medium
5,Team_05,T05M5,9,4.9,4,1,3,3.7,medium
5,Team_05,T05M5,10,6.4,7,0,2,3.7,medium
5,Team_05,T05M5,11,6.8,3,1,2,4.1,medium
5,Team_05,T05M5,12,7.5,5,0,2,4.0,medium
5,Team_05,T05M5,13,6.2,3,2,4,3.5,medium
5,Team_05,T05M5,14,6.7,7,1,2,3.7,medium
6,Team_06,T06M1,1,9.6,5,1,5,4.3,high
6,Team_06,T06M1,2,9.4,10,1,3,4.3,high
6,Team_06,T06M1,3,11.6,7,2,5,5.0,high
6,Team_06,T06M1,4,11.4,6,0,4,4.7,high
6,Team_06,T06M1,5,9.3,5,1,5,4.2,high
6,Team_06,T06M1,6,9.1,6,2,5,3.9,high
6,Team_06,T06M1,7,9.8,13,1,4,4.7,high
6,Team_06,T06M1,8,11.0,14,0,4,4.4,high
6,Team_06,T06M1,9,8.5,9,2,3,3.9,high
6,Team_06,T06M1,10,10.8,10,2,6,4.6,high
6,Team_06,T06M1,11,11.4,12,2,6,4.6,high
6,Team_06,T06M1,12,11.6,9,1,4,4.8,high
6,Team_06,T06M1,13,10.3,13,2,4,4.4,high
6,Team_06,T06M1,14,8.0,7,0,3,4.0,high
6,Team_06,T06M2,1,8.5,5,2,5,4.1,medium
6,Team_06,T06M2,2,6.9,10,2,2,3.8,medium
6,Team_06,T06M2,3,7.8,9,1,4,4.0,medium
6,Team_06,T06M2,4,5.2,2,0,2,4.0,medium
6,Team_06,T06M2,5,4.9,5,0,1,3.7,medium
6,Team_06,T06M2,6,8.5,8,2,3,4.1,medium
6,Team_06,T06M2,7,8.3,7,1,5,4.2,medium
6,Team_06,T06M2,8,7.7,8,0,3,3.6,medium
6,Team_06,T06M2,9,7.3,5,2,4,4.4,medium
6,Team_06,T06M2,10,7.0,4,0,4,4.1,medium
6,Team_06,T06M2,11,8.2,6,2,5,4.3,medium
6,Team_06,T06M2,12,5.1,6,0,2,3.6,medium
6,Team_06,T06M2,13,7.2,5,0,4,4.1,medium
6,Team_06,T06M2,14,8.4,12,2,3,4.3,medium
6,Team_06,T06M3,1,4.9,3,0,2,3.9,medium
6,Team_06,T06M3,2,5.4,3,0,1,3.2,medium
6,Team_06,T06M3,3,6.8,4,2,4,4.2,medium
6,Team_06,T06M3,4,3.6,3,2,0,3.3,medium
6,Team_06,T06M3,5,4.1,2,2,3,3.6,medium
6,Team_06,T06M3,6,4.1,3,1,2,3.5,medium
6,Team_06,T06M3,7,4.4,4,1,3,3.7,medium
6,Team_06,T06M3,8,4.4,3,1,1,3.2,medium
6,Team_06,T06M3,9,7.2,10,1,3,4.2,medium
6,Team_06,T06M3,10,5.5,5,0,1,3.9,medium
6,Team_06,T06M3,11,4.0,3,2,2,3.7,medium
6,Team_06,T06M3,12,5.7,3,2,1,3.4,medium
6,Team_06,T06M3,13,6.5,5,2,2,4.1,medium
6,Team_06,T06M3,14,3.8,5,1,1,3.7,medium
6,Team_06,T06M4,1,5.1,4,0,2,3.2,medium
6,Team_06,T06M4,2,4.9,2,2,3,3.3,medium
6,Team_06,T06M4,3,4.2,2,1,3,3.7,medium
6,Team_06,T06M4,4,6.6,6,2,2,4.2,medium
6,Team_06,T06M4,5,3.7,2,0,2,3.7,medium
6,Team_06,T06M4,6,6.0,5,1,2,3.5,medium
6,Team_06,T06M4,7,3.8,3,2,1,2.8,medium
6,Team_06,T06M4,8,6.9,6,2,2,4.0,medium
6,Team_06,T06M4,9,5.9,7,1,2,3.2,medium
6,Team_06,T06M4,10,5.0,5,0,3,3.7,medium
6,Team_06,T06M4,11,5.7,4,2,3,3.6,medium
6,Team_06,T06M4,12,7.5,7,1,3,3.6,medium
6,Team_06,T06M4,13,5.1,4,2,1,3.4,medium
6,Team_06,T06M4,14,3.9,2,2,2,2.9,medium
6,Team_06,T06M5,1,5.6,4,1,3,3.3,medium
6,Team_06,T06M5,2,8.1,7,2,4,4.3,medium
6,Team_06,T06M5,3,8.3,4,1,3,3.9,medium
6,Team_06,T06M5,4,5.2,3,0,2,4.0,medium
6,Team_06,T06M5,5,7.1,10,2,3,3.7,medium
6,Team_06,T06M5,6,8.0,5,1,3,4.5,medium
6,Team_06,T06M5,7,6.4,3,1,3,4.2,medium
6,Team_06,T06M5,8,8.0,11,1,3,4.6,medium
6,Team_06,T06M5,9,7.0,6,2,3,4.2,medium
6,Team_06,T06M5,10,7.9,4,2,2,4.1,medium
6,Team_06,T06M5,11,6.3,3,2,3,3.6,medium
6,Team_06,T06M5,12,7.4,6,2,3,3.8,medium
6,Team_06,T06M5,13,5.2,7,1,3,4.0,medium
6,Team_06,T06M5,14,6.1,9,0,2,3.9,medium
7,Team_07,T07M1,1,11.1,7,0,4,5.0,high
7,Team_07,T07M1,2,10.8,10,0,4,4.4,high
7,Team_07,T07M1,3,10.6,9,2,4,4.7,high
7,Team_07,T07M1,4,10.8,15,1,5,4.9,high
7,Team_07,T07M1,5,10.3,10,1,5,4.7,high
7,Team_07,T07M1,6,9.1,5,2,3,4.3,high
7,Team_07,T07M1,7,9.6,10,1,4,4.6,high
7,Team_07,T07M1,8,8.9,9,2,4,4.0,high
7,Team_07,T07M1,9,8.6,4,0,5,4.2,high
7,Team_07,T07M1,10,8.4,9,1,5,4.0,high
7,Team_07,T07M1,11,8.3,8,1,3,4.4,high
7,Team_07,T07M1,12,11.8,13,1,6,4.6,high
7,Team_07,T07M1,13,12.0,15,0,5,4.4,high
7,Team_07,T07M1,14,10.3,8,2,4,4.7,high
7,Team_07,T07M2,1,3.6,4,2,1,3.5,low
7,Team_07,T07M2,2,2.9,1,1,2,2.7,low
7,Team_07,T07M2,3,1.5,1,0,1,2.9,low
7,Team_07,T07M2,4,0.3,0,1,1,3.0,low
7,Team_07,T07M2,5,0,0,0,0,2.2,low
7,Team_07,T07M2,6,0.9,1,1,1,3.1,low
7,Team_07,T07M2,7,3.0,2,2,2,2.9,low
7,Team_07,T07M2,8,2.1,2,0,2,3.1,low
7,Team_07,T07M2,9,2.0,2,0,1,3.0,low
7,Team_07,T07M2,10,3.2,2,2,0,3.5,low
7,Team_07,T07M2,11,0,0,2,1,2.3,low
7,Team_07,T07M2,12,0.5,0,2,1,2.1,low
7,Team_07,T07M2,13,3.2,3,2,1,3.1,low
7,Team_07,T07M2,14,2.8,3,1,1,2.6,low
7,Team_07,T07M3,1,1.8,1,2,0,2.7,low
7,Team_07,T07M3,2,2.8,3,1,1,2.7,low
7,Team_07,T07M3,3,1.4,1,1,0,2.7,low
7,Team_07,T07M3,4,0.9,0,0,0,2.5,low
7,Team_07,T07M3,5,1.4,1,0,0,3.1,low
7,Team_07,T07M3,6,3.6,4,0,0,3.2,low
7,Team_07,T07M3,7,1.9,1,1,0,2.4,low
7,Team_07,T07M3,8,3.7,3,0,0,3.3,low
7,Team_07,T07M3,9,0.1,0,2,1,2.7,low
7,Team_07,T07M3,10,1.0,0,0,0,2.3,low
7,Team_07,T07M3,11,0.9,0,1,0,2.2,low
7,Team_07,T07M3,12,0.1,0,1,1,2.3,low
7,Team_07,T07M3,13,1.4,1,2,0,3.1,low
7,Team_07,T07M3,14,2.4,2,0,0,2.9,low
7,Team_07,T07M4,1,7.1,8,0,4,3.9,medium
7,Team_07,T07M4,2,5.4,2,0,3,3.4,medium
7,Team_07,T07M4,3,5.3,5,2,3,3.2,medium
7,Team_07,T07M4,4,7.1,5,1,4,4.2,medium
7,Team_07,T07M4,5,4.6,3,2,3,3.4,medium
7,Team_07,T07M4,6,5.6,5,0,2,3.5,medium
7,Team_07,T07M4,7,3.8,3,1,2,3.6,medium
7,Team_07,T07M4,8,5.9,6,1,3,4.0,medium
7,Team_07,T07M4,9,6.5,6,2,2,3.9,medium
7,Team_07,T07M4,10,4.0,4,2,2,3.0,medium
7,Team_07,T07M4,11,6.1,3,2,2,3.4,medium
7,Team_07,T07M4,12,5.1,4,1,3,3.2,medium
7,Team_07,T07M4,13,5.4,5,1,3,3.8,medium
7,Team_07,T07M4,14,6.2,6,2,3,4.2,medium
8,Team_08,T08M1,1,11.3,10,2,5,4.8,high
8,Team_08,T08M1,2,10.2,13,2,6,4.8,high
8,Team_08,T08M1,3,8.6,8,0,4,4.3,high
8,Team_08,T08M1,4,8.4,12,1,4,4.4,high
8,Team_08,T08M1,5,10.3,10,1,5,4.6,high
8,Team_08,T08M1,6,11.2,13,1,4,4.8,high
8,Team_08,T08M1,7,9.7,13,1,4,4.9,high
8,Team_08,T08M1,8,10.7,8,1,6,4.2,high
8,Team_08,T08M1,9,11.2,12,2,5,4.5,high
8,Team_08,T08M1,10,10.8,8,2,6,4.4,high
8,Team_08,T08M1,11,7.9,9,0,2,3.6,high
8,Team_08,T08M1,12,11.1,8,0,4,4.3,high
8,Team_08,T08M1,13,8.8,8,2,3,3.8,high
8,Team_08,T08M1,14,9.7,13,1,5,4.9,high
8,Team_08,T08M2,1,4.7,6,1,2,3.6,medium
8,Team_08,T08M2,2,7.5,4,2,2,4.0,medium
8,Team_08,T08M2,3,6.8,9,0,3,4.2,medium
8,Team_08,T08M2,4,4.6,6,1,2,3.1,medium
8,Team_08,T08M2,5,6.9,9,1,2,3.4,medium
8,Team_08,T08M2,6,6.2,3,1,3,3.7,medium
8,Team_08,T08M2,7,6.5,6,0,4,3.8,medium
8,Team_08,T08M2,8,4.7,2,0,3,3.4,medium
8,Team_08,T08M2,9,4.9,3,2,2,3.8,medium
8,Team_08,T08M2,10,6.2,7,0,4,4.1,medium
8,Team_08,T08M2,11,7.5,9,2,3,3.6,medium
8,Team_08,T08M2,12,6.6,4,0,3,3.6,medium
8,Team_08,T08M2,13,4.9,3,0,2,3.7,medium
8,Team_08,T08M2,14,7.7,6,2,4,3.6,medium
8,Team_08,T08M3,1,5.0,3,1,1,3.4,medium
8,Team_08,T08M3,2,6.8,9,2,3,4.0,medium
8,Team_08,T08M3,3,7.3,10,1,4,3.7,medium
8,Team_08,T08M3,4,8.6,8,1,5,4.7,medium
8,Team_08,T08M3,5,6.3,7,1,4,4.1,medium
8,Team_08,T08M3,6,8.1,10,2,5,4.5,medium
8,Team_08,T08M3,7,5.1,4,2,2,3.1,medium
8,Team_08,T08M3,8,7.0,3,2,4,3.6,medium
8,Team_08,T08M3,9,6.9,4,2,3,3.5,medium
8,Team_08,T08M3,10,5.6,6,0,3,3.6,medium
8,Team_08,T08M3,11,5.0,3,1,2,3.6,medium
8,Team_08,T08M3,12,7.0,8,1,4,3.4,medium
8,Team_08,T08M3,13,5.8,2,0,3,3.2,medium
8,Team_08,T08M3,14,6.5,7,2,2,4.2,medium
8,Team_08,T08M4,1,1.0,0,0,1,3.2,low
8,Team_08,T08M4,2,3.5,3,1,1,3.6,low
8,Team_08,T08M4,3,4.5,3,2,3,3.8,low
8,Team_08,T08M4,4,1.4,1,0,0,3.3,low
8,Team_08,T08M4,5,2.4,1,0,0,3.2,low
8,Team_08,T08M4,6,4.8,4,2,3,3.4,low
8,Team_08,T08M4,7,2.4,1,1,1,2.6,low
8,Team_08,T08M4,8,1.6,2,0,0,3.1,low
8,Team_08,T08M4,9,2.5,3,0,0,2.7,low
8,Team_08,T08M4,10,1.3,0,2,1,3.0,low
8,Team_08,T08M4,11,1.1,1,1,0,2.4,low
8,Team_08,T08M4,12,1.7,2,0,0,2.9,low
8,Team_08,T08M4,13,2.0,2,2,2,2.7,low
8,Team_08,T08M4,14,3.3,3,1,0,3.0,low
9,Team_09,T09M1,1,8.1,4,2,5,4.5,high
9,Team_09,T09M1,2,9.4,8,1,3,4.8,high
9,Team_09,T09M1,3,10.7,12,2,5,4.8,high
9,Team_09,T09M1,4,8.5,6,0,5,4.2,high
9,Team_09,T09M1,5,10.3,8,2,4,4.9,high
9,Team_09,T09M1,6,10.5,11,1,6,4.6,high
9,Team_09,T09M1,7,8.4,6,1,5,3.8,high
